pair,window_bins,window_ms,n_animals,ifi_naive,ifi_expert,delta,t,p
RSC-SUB,24,240,4,0.023604750273508557,-0.03006150590641842,-0.053666256179926985,-0.6199628080683687,0.5791863021913509
RSC-SUB,25,250,4,0.028786447243498554,-0.030989411079844542,-0.05977585832334311,-0.6745609689348662,0.5482856021483279
V1-RSC,1,10,6,-0.07554554482494343,-0.06202755534172604,0.013517989483217375,0.6357634724051692,0.5528869457449586
V1-RSC,2,20,6,0.005175851775739382,-0.0672379086650761,-0.07241376044081549,-1.6309682185142367,0.16382568822046198
V1-RSC,3,30,6,0.007230148623624181,-0.04596450691279355,-0.053194655536417744,-1.48845804373332,0.19679869781950446
V1-RSC,4,40,6,0.015262951288891902,-0.041746362546449776,-0.05700931383534167,-1.6462113549697064,0.1606383623599703
V1-RSC,5,50,6,-0.01561955686881693,-0.03998437040481892,-0.02436481353600199,-1.083835782382053,0.32791150183790585
V1-RSC,6,60,6,0.0016898706127768531,-0.04247377252579329,-0.04416364313857014,-1.5990487082126672,0.17070429837306986
V1-RSC,7,70,6,0.009293561920222898,-0.04302545130370658,-0.05231901322392948,-1.5427099566399085,0.1835454206700923
V1-RSC,8,80,6,0.012098291435812645,-0.04591124332127655,-0.0580095347570892,-1.5852082896796225,0.17377473346280897
V1-RSC,9,90,6,0.007379524540370293,-0.04400645044430249,-0.05138597498467278,-1.3734546344790761,0.22799648316302976
V1-RSC,10,100,6,0.006714362928155148,-0.03661328653581813,-0.04332764946397327,-1.2502882620607694,0.2665194437886853
V1-RSC,11,110,6,0.012228816216048537,-0.03623491069114637,-0.04846372690719491,-1.3773037904058096,0.22688047695305535
V1-RSC,12,120,6,0.019130980656691096,-0.036712371361710475,-0.05584335201840157,-1.5104445940748725,0.19131941831493496
V1-RSC,13,130,6,0.01809486659668915,-0.03457227844532109,-0.052667145042010234,-1.4513748277988294,0.20638437077080257
V1-RSC,14,140,6,0.01790121996695951,-0.03422953957296844,-0.05213075953992794,-1.3726419655868045,0.2282327627326968
V1-RSC,15,150,6,0.014843017303965714,-0.034527333462042724,-0.04937035076600843,-1.1853355227196245,0.28914444820931473
V1-RSC,16,160,6,0.013458334686315116,-0.03876789745562568,-0.0522262321419408,-1.1303650729990595,0.30961098196112163
V1-RSC,17,170,6,0.011329386774129655,-0.039804352666085105,-0.051133739440214765,-1.1142011000944034,0.31586561434380894
V1-RSC,18,180,6,0.009610859873357115,-0.04135828238047281,-0.050969142253829924,-1.1214591689953657,0.3130436568520737
V1-RSC,19,190,6,0.009381248619494137,-0.040405716958870824,-0.049786965578364956,-1.1248050029628047,0.3117501799438288
V1-RSC,20,200,6,0.00928205248070634,-0.04324073419780475,-0.05252278667851109,-1.1395487538873013,0.30610566231435027
V1-RSC,21,210,6,0.004484971861097008,-0.045363716181435504,-0.04984868804253251,-1.0537439964674007,0.3402350014148388
V1-RSC,22,220,6,0.0030127829967423005,-0.05130111021041776,-0.05431389320716007,-1.0875206264430326,0.32642897564095924
V1-RSC,23,230,6,0.002255117507339338,-0.05167592779694299,-0.05393104530428233,-1.0397141259399987,0.3461135588349392
V1-RSC,24,240,6,0.0035407858702572134,-0.05147138991099389,-0.055012175781251095,-1.021474873815335,0.3538833369957039
V1-RSC,25,250,6,0.006690403612136464,-0.05177197267441742,-0.058462376286553874,-1.0293029490993502,0.35053092891552257
