metric,pair,matched,window_bins,mean,sem,count
ifi_cc1,CA1-DG,2,20,0.03288629344738211,0.05148887391832419,10
ifi_cc1,CA1-DG,2,21,0.030450887986721853,0.053381342782604,10
ifi_cc1,CA1-DG,2,22,0.024924737011656022,0.058471305619671884,10
ifi_cc1,CA1-DG,2,23,0.0225727172709355,0.061403316305516806,10
ifi_cc1,CA1-DG,2,24,0.021694191680055427,0.061978181169982695,10
ifi_cc1,CA1-DG,2,25,0.015935179408398614,0.06270035996225987,10
ifi_cc1,CA1-RSC,0,1,0.4027582137054045,0.19616592431418778,11
ifi_cc1,CA1-RSC,0,2,0.24899639278702534,0.2039165403237639,12
ifi_cc1,CA1-RSC,0,3,0.13533657058273627,0.23224717711361187,12
ifi_cc1,CA1-RSC,0,4,0.16554807857649587,0.14842852447194324,12
ifi_cc1,CA1-RSC,0,5,0.03778772404713957,0.1240231184269802,12
ifi_cc1,CA1-RSC,0,6,-0.04603470884137448,0.11115887737349665,12
ifi_cc1,CA1-RSC,0,7,0.02008872079152404,0.0967881193536748,12
ifi_cc1,CA1-RSC,0,8,0.028843048288567385,0.09537326599682584,12
ifi_cc1,CA1-RSC,0,9,0.03890330914272283,0.09318217772698263,12
ifi_cc1,CA1-RSC,0,10,0.01601945651713543,0.09147163911221873,12
ifi_cc1,CA1-RSC,0,11,0.03148949624423642,0.08213720404464786,12
ifi_cc1,CA1-RSC,0,12,0.04898619951178664,0.07516878121601414,12
ifi_cc1,CA1-RSC,0,13,0.05517883002615753,0.07806475940849965,12
ifi_cc1,CA1-RSC,0,14,0.06745378249812158,0.07848784052813257,12
ifi_cc1,CA1-RSC,0,15,0.06067272862046949,0.08655463421662563,12
ifi_cc1,CA1-RSC,0,16,0.042340050211097914,0.08430669968040902,12
ifi_cc1,CA1-RSC,0,17,0.04203760888620483,0.08568699917775567,12
ifi_cc1,CA1-RSC,0,18,0.03168238468723831,0.0956482267277215,12
ifi_cc1,CA1-RSC,0,19,0.014952054664752051,0.1043998569130097,12
ifi_cc1,CA1-RSC,0,20,0.015107309610722824,0.10613720503310362,12
ifi_cc1,CA1-RSC,0,21,0.01494984718390257,0.1076851581946384,12
ifi_cc1,CA1-RSC,0,22,0.01757854153069499,0.10863820991296537,12
ifi_cc1,CA1-RSC,0,23,0.020850183248986198,0.10883618775577777,12
ifi_cc1,CA1-RSC,0,24,0.02853312014805955,0.11041012157239448,12
ifi_cc1,CA1-RSC,0,25,0.027437985138677668,0.11360900915069827,12
ifi_cc1,CA1-RSC,1,1,0.27043526038624577,0.09847074934104738,10
ifi_cc1,CA1-RSC,1,2,0.1408214620596593,0.14304713618840606,11
ifi_cc1,CA1-RSC,1,3,0.029438653027508498,0.1820713825272905,11
ifi_cc1,CA1-RSC,1,4,0.08964137381773069,0.14987663977055718,11
ifi_cc1,CA1-RSC,1,5,-0.06509581552745011,0.18229197058137553,12
ifi_cc1,CA1-RSC,1,6,-0.13837567636367318,0.16559053642060811,12
ifi_cc1,CA1-RSC,1,7,-0.018765916371010136,0.08348777306206835,12
ifi_cc1,CA1-RSC,1,8,0.00032580872415710616,0.07986865374779543,12
ifi_cc1,CA1-RSC,1,9,0.00739121372360609,0.07480092591153945,12
ifi_cc1,CA1-RSC,1,10,-0.007323637776676661,0.0749973786979351,12
ifi_cc1,CA1-RSC,1,11,-0.0009390589963712096,0.06896793127631234,12
ifi_cc1,CA1-RSC,1,12,-0.007137678611155228,0.06260556662542119,12
ifi_cc1,CA1-RSC,1,13,0.0032856002462265713,0.06545471454760675,12
ifi_cc1,CA1-RSC,1,14,0.02344740938642381,0.06785046654213484,12
ifi_cc1,CA1-RSC,1,15,0.012280964108144657,0.08205707732961529,12
ifi_cc1,CA1-RSC,1,16,0.00481903715239991,0.07833091338284269,12
ifi_cc1,CA1-RSC,1,17,0.000374119147979977,0.07826864806048521,12
ifi_cc1,CA1-RSC,1,18,-0.008256844541052431,0.08871191983092776,12
ifi_cc1,CA1-RSC,1,19,-0.023794421966718934,0.1005470192542044,12
ifi_cc1,CA1-RSC,1,20,-0.023876396520935133,0.10289873271680278,12
ifi_cc1,CA1-RSC,1,21,-0.02286884865523602,0.10548623592179925,12
ifi_cc1,CA1-RSC,1,22,-0.01362147734664347,0.10427460219321992,12
ifi_cc1,CA1-RSC,1,23,-0.004642216764225974,0.1023604799339314,12
ifi_cc1,CA1-RSC,1,24,0.003345975512980192,0.10378611502758353,12
ifi_cc1,CA1-RSC,1,25,0.007733102249714921,0.10507202765422502,12
