animal,learner,pair,center_trial,trial_frac,performance,lp_rel,n_bins,cc1,n_sig,mi_sig,ifi,optimal_lag,gini_x,gini_y,gini_x_conn,gini_y_conn,gini_x_sig,gini_y_sig,gini_pearson_x,gini_pearson_y,rot_x,rot_y,rot_x_cc1,rot_y_cc1,jac_x,jac_y,sh_x,sh_y,sh_x_cc1,sh_y_cc1
28,1,CA1-DG,8.0,0.0515,0.0162,-61.0,16000,0.2899,2,0.0545,-0.1042,0,0.2954,0.2222,0.4348,0.4573,0.469,0.4711,0.4502,0.3723,nan,nan,nan,nan,,,81.2,26.86,29.55,9.45
28,1,CA1-DG,13.0,0.0882,0.0162,-56.0,16000,0.2698,2,0.0507,-0.0521,0,0.2645,0.2432,0.4007,0.4341,0.4546,0.4832,0.4199,0.3685,51.2,29.52,22.84,18.38,0.4545,0.6,84.74,59.85,37.46,18.04
28,1,CA1-DG,18.0,0.125,0.0833,-51.0,14000,0.2981,2,0.0549,-0.0236,0,0.267,0.2498,0.4355,0.4299,0.4536,0.4625,0.4168,0.36,67.31,73.81,21.19,18.08,0.6,0.6,88.24,73.83,60.42,19.05
28,1,CA1-DG,23.0,0.1618,0.1389,-46.0,12000,0.3268,4,0.0824,-0.0046,0,0.268,0.4574,0.3698,0.3231,0.3363,0.3218,0.3628,0.3435,84.26,84.2,21.85,20.22,0.4545,0.3333,89.16,70.75,63.76,18.01
28,1,CA1-DG,28.0,0.1985,0.2667,-41.0,12000,0.2737,2,0.056,0.0069,0,0.3163,0.1818,0.4265,0.3223,0.4933,0.4438,0.3624,0.3174,53.23,60.24,17.46,23.87,0.4545,0.3333,89.97,88.56,57.26,32.55
28,1,CA1-DG,33.0,0.2353,0.27,-36.0,14000,0.2219,5,0.0908,-0.0111,0,0.2795,0.2644,0.3798,0.3177,0.3986,0.2723,0.3687,0.2937,42.54,29.2,26.14,23.96,0.6,0.3333,73.93,80.4,34.66,25.06
28,1,CA1-DG,38.0,0.2721,0.3182,-31.0,12000,0.2233,2,0.0369,-0.0196,0,0.2159,0.4164,0.3917,0.4042,0.4499,0.4549,0.3399,0.3061,62.6,74.68,29.45,39.69,0.6,0.6,74.9,67.89,32.8,26.47
28,1,CA1-DG,43.0,0.3088,0.3746,-26.0,14000,0.2343,2,0.0367,-0.0003,0,0.2169,0.4182,0.3697,0.4843,0.439,0.4981,0.328,0.2719,58.56,40.35,24.12,44.66,0.6,0.3333,80.66,83.54,53.78,61.59
28,1,CA1-DG,48.0,0.3456,0.3465,-21.0,14000,0.2301,2,0.0453,0.0295,0,0.188,0.496,0.3998,0.3544,0.4796,0.4089,0.3577,0.3216,81.02,84.27,21.57,28.58,0.6,0.3333,82.76,78.45,66.2,46.45
28,1,CA1-DG,53.0,0.3824,0.3593,-16.0,14000,0.2133,2,0.0374,0.0364,0,0.2341,0.2048,0.3716,0.3975,0.4986,0.5301,0.3498,0.3077,72.82,27.59,34.71,26.3,0.4545,0.1429,82.31,46.04,44.44,26.6
28,1,CA1-DG,58.0,0.4191,0.3158,-11.0,14000,0.2018,2,0.0286,0.0098,0,0.1972,0.5303,0.2778,0.2907,0.5454,0.4716,0.3194,0.2738,74.83,45.4,28.45,34.38,0.3333,0.3333,89.51,50.13,73.8,72.98
28,1,CA1-DG,63.0,0.4559,0.3796,-6.0,14000,0.1936,2,0.027,-0.0243,0,0.2317,0.5567,0.3601,0.4105,0.4676,0.3878,0.3224,0.2397,34.98,54.38,22.98,16.56,0.3333,0.6,71.72,48.53,89.8,70.57
28,1,CA1-DG,68.0,0.4926,0.476,-1.0,14000,0.2173,2,0.0368,-0.0047,0,0.1656,0.1066,0.3825,0.376,0.4875,0.4606,0.342,0.2606,72.69,73.95,16.69,27.67,0.6,0.6,53.21,39.54,41.69,37.08
28,1,CA1-DG,73.0,0.5294,0.5182,4.0,14000,0.2342,2,0.0337,-0.0052,0,0.1391,0.0965,0.3732,0.3727,0.4631,0.4362,0.3266,0.2717,49.33,25.02,24.32,15.53,0.4545,0.3333,58.63,51.64,50.9,31.29
28,1,CA1-DG,78.0,0.5662,0.6613,9.0,14000,0.2008,5,0.126,0.0288,0,0.1735,0.1694,0.2385,0.1726,0.2189,0.1982,0.3371,0.2713,47.01,28.55,28.45,22.65,0.6,0.6,74.86,34.29,70.23,30.29
28,1,CA1-DG,83.0,0.6029,0.7651,14.0,16000,0.1491,8,0.4149,-0.0006,0,0.8284,0.2729,0.7645,0.268,0.8631,0.3388,0.3491,0.2698,83.73,70.94,89.37,85.34,0.7778,1.0,41.44,42.58,0.49,8.0
28,1,CA1-DG,88.0,0.6397,0.9155,19.0,14000,0.185,2,0.0251,-0.0309,0,0.1926,0.3435,0.3558,0.3421,0.4582,0.4835,0.3286,0.276,87.31,83.96,86.87,63.8,0.6,0.6,83.54,76.28,75.25,62.62
28,1,CA1-DG,93.0,0.6765,0.9833,24.0,14000,0.0689,6,0.073,0.0302,0,0.3095,0.3482,0.4034,0.4623,0.3983,0.4568,0.3021,0.2248,79.9,87.72,49.56,75.05,0.6,0.6,76.05,62.67,59.86,58.52
28,1,CA1-DG,98.0,0.7132,1.0,29.0,14000,0.3385,3,0.1305,-0.0554,0,0.3081,0.5686,0.5824,0.8642,0.5924,0.8637,0.3214,0.3041,35.39,20.14,54.89,40.45,0.4545,0.6,49.78,51.85,10.6,0.75
28,1,CA1-DG,103.0,0.75,0.9333,34.0,14000,0.4675,4,0.1681,-0.0598,0,0.3415,0.4806,0.6477,0.8931,0.4692,0.7872,0.3517,0.2986,43.31,24.15,28.97,0.38,0.6,0.3333,56.84,38.33,30.51,1.39
28,1,CA1-DG,108.0,0.7868,0.8565,39.0,14000,0.2196,3,0.0674,-0.0807,0,0.3493,0.3754,0.6107,0.7084,0.651,0.7327,0.3255,0.2484,45.41,15.66,14.39,8.04,0.7778,0.6,45.56,41.99,61.57,60.09
28,1,CA1-DG,113.0,0.8235,0.7989,44.0,18000,0.2247,3,0.0601,-0.0286,0,0.2708,0.3749,0.534,0.68,0.5713,0.7228,0.3207,0.2573,39.19,28.7,70.07,73.66,0.6,1.0,44.34,26.65,50.89,80.19
28,1,CA1-DG,118.0,0.8603,0.7434,49.0,16000,0.2284,3,0.0661,-0.0109,0,0.2648,0.3411,0.5089,0.6885,0.5236,0.7171,0.328,0.2396,31.51,14.69,18.02,14.01,0.7778,0.6,43.91,24.72,32.7,79.15
28,1,CA1-DG,123.0,0.8971,0.7314,54.0,14000,0.3535,6,0.1461,-0.0545,0,0.3515,0.4782,0.5674,0.7856,0.4424,0.6473,0.3886,0.352,57.01,59.45,75.2,79.58,0.6,0.6,57.96,37.18,31.49,1.71
28,1,CA1-DG,128.0,0.9338,0.6867,59.0,14000,-0.026,5,0.124,-0.0439,0,0.3253,0.3728,0.4633,0.6162,0.4184,0.5671,0.3291,0.2687,53.83,56.1,46.24,20.66,0.7778,0.6,65.09,35.53,40.25,17.18
28,1,CA1-V1,8.0,0.0515,0.0162,-61.0,16000,0.1481,0,0.0,-0.0171,0,0.3582,0.4439,0.3666,0.4782,nan,nan,0.2294,0.2311,nan,nan,nan,nan,,,86.12,86.17,71.73,43.47
28,1,CA1-V1,13.0,0.0882,0.0162,-56.0,16000,0.2291,1,0.0269,-0.0398,-5,0.2952,0.457,0.3107,0.5172,0.4451,0.5877,0.2089,0.2442,66.37,65.22,48.51,40.05,0.3333,0.3333,60.31,60.28,88.8,29.75
28,1,CA1-V1,18.0,0.125,0.0833,-51.0,14000,0.1534,0,0.0,-0.0226,-5,0.3122,0.421,0.319,0.442,nan,nan,0.1792,0.1967,89.39,86.21,31.13,21.4,0.7778,0.3333,88.68,87.63,73.16,37.06
28,1,CA1-V1,23.0,0.1618,0.1389,-46.0,12000,0.0865,0,0.0,-0.0093,-1,0.2995,0.4149,0.3017,0.437,nan,nan,0.1922,0.2036,80.48,79.25,34.41,30.21,0.7778,0.44,88.93,85.32,75.36,28.23
28,1,CA1-V1,28.0,0.1985,0.2667,-41.0,12000,0.1201,0,0.0,0.0007,2,0.2684,0.401,0.3494,0.4312,nan,nan,0.1978,0.195,89.18,70.57,33.91,28.58,0.6,0.5,72.91,86.9,61.56,43.33
28,1,CA1-V1,33.0,0.2353,0.27,-36.0,14000,0.2082,1,0.0222,-0.023,-2,0.2404,0.3964,0.3339,0.4585,0.4667,0.548,0.2019,0.1786,59.74,87.95,42.95,39.16,0.7778,0.5,78.1,87.52,55.4,50.71
28,1,CA1-V1,38.0,0.2721,0.3182,-31.0,12000,0.2535,1,0.0332,-0.0179,-5,0.2495,0.3687,0.2952,0.4083,0.4263,0.5148,0.1771,0.1905,64.27,75.04,28.52,35.83,0.6,0.44,64.82,86.67,47.22,59.86
