animal,area,epoch,partner1,partner2,n_units,rho_conn,rho_intr,rho_resid,jaccard,jaccard_excess
61,RSC,naive,CA1-RSC,V1-RSC,101,0.8134060186860069,0.9986022131624926,-0.052200158697234364,0.40540540540540543,0.25767813267813267
61,V1,expert,CA1-V1,V1-RSC,84,0.8000607471904425,0.9990280449529211,0.43425918447860806,0.4482758620689655,0.3054187192118227
61,V1,intermediate,CA1-V1,V1-RSC,84,0.7917181330363471,0.994674496304546,0.6067603869622347,0.68,0.5371428571428571
61,V1,naive,CA1-V1,V1-RSC,84,0.9143059633491951,0.9992305355877291,0.3570955146885026,0.68,0.5371428571428571
66,CA1,expert,CA1-DG,CA1-RSC,28,0.6798029556650246,0.9742747673782157,0.37048416446298016,0.2727272727272727,0.12987012987012986
66,CA1,expert,CA1-DG,CA1-SUB,28,0.7367268746579091,0.9107827038861521,0.48053300765131934,0.5555555555555556,0.41269841269841273
66,CA1,expert,CA1-DG,CA1-V1,28,0.6672140120415982,0.990695128626163,0.4201021405738475,0.2727272727272727,0.12987012987012986
66,CA1,expert,CA1-RSC,CA1-SUB,28,0.8232074438970991,0.9288451012588943,0.6627478187533952,0.4,0.2571428571428572
66,CA1,expert,CA1-RSC,CA1-V1,28,0.7493158182813355,0.9693486590038315,0.5557546852004062,0.4,0.2571428571428572
66,CA1,expert,CA1-SUB,CA1-V1,28,0.8330596606458676,0.8932676518883416,0.70751970784239,0.5555555555555556,0.41269841269841273
66,CA1,intermediate,CA1-DG,CA1-RSC,28,0.599343185550082,0.939792008757526,0.29327961102702754,0.2727272727272727,0.12987012987012986
66,CA1,intermediate,CA1-DG,CA1-SUB,28,0.5221674876847291,0.8910782703886152,0.2191123567538961,0.16666666666666666,0.023809523809523808
66,CA1,intermediate,CA1-DG,CA1-V1,28,0.6097427476737821,0.9890530925013684,0.4097415005014131,0.16666666666666666,0.023809523809523808
66,CA1,intermediate,CA1-RSC,CA1-SUB,28,0.571975916803503,0.8910782703886152,0.08694338333435153,0.2727272727272727,0.12987012987012986
66,CA1,intermediate,CA1-RSC,CA1-V1,28,0.47947454844006565,0.9458128078817735,-0.014158087036906053,0.2727272727272727,0.12987012987012986
66,CA1,intermediate,CA1-SUB,CA1-V1,28,0.7980295566502463,0.883415435139573,0.6805618276550607,0.2727272727272727,0.12987012987012986
66,CA1,naive,CA1-DG,CA1-RSC,28,0.6863711001642036,0.9425287356321838,0.4061394090802838,0.16666666666666666,0.023809523809523808
66,CA1,naive,CA1-DG,CA1-SUB,28,0.7816091954022988,0.9534756431308156,0.5657947147605059,0.4,0.2571428571428572
66,CA1,naive,CA1-DG,CA1-V1,28,0.7947454844006568,0.9934318555008209,0.5969967719393312,0.4,0.2571428571428572
66,CA1,naive,CA1-RSC,CA1-SUB,28,0.6672140120415982,0.9337712096332785,0.06508219776603108,0.16666666666666666,0.023809523809523808
66,CA1,naive,CA1-RSC,CA1-V1,28,0.7290640394088669,0.9370552818828681,0.4317910463061976,0.2727272727272727,0.12987012987012986
66,CA1,naive,CA1-SUB,CA1-V1,28,0.8379857690202517,0.9518336070060207,0.5294858098841588,0.4,0.2571428571428572
66,RSC,expert,CA1-RSC,RSC-SUB,16,0.3,0.8382352941176471,-0.2669299171546049,0.6,0.45714285714285713
66,RSC,expert,CA1-RSC,V1-RSC,16,0.5147058823529412,1.0,0.3697343545219153,0.14285714285714285,0.0
66,RSC,expert,RSC-SUB,V1-RSC,16,0.3970588235294118,0.8382352941176471,-0.09225965679448878,0.14285714285714285,0.0
66,RSC,intermediate,CA1-RSC,RSC-SUB,16,0.5852941176470587,0.9176470588235294,0.0845029259644682,0.3333333333333333,0.19047619047619047
66,RSC,intermediate,CA1-RSC,V1-RSC,16,0.047058823529411764,1.0,-0.3824699814610999,0.0,-0.14285714285714285
66,RSC,intermediate,RSC-SUB,V1-RSC,16,0.1411764705882353,0.9176470588235294,-0.2637728919585863,0.14285714285714285,0.0
66,RSC,naive,CA1-RSC,RSC-SUB,16,0.8205882352941177,0.9852941176470588,0.6924403375702188,0.6,0.45714285714285713
66,RSC,naive,CA1-RSC,V1-RSC,16,0.8323529411764706,1.0,0.7317317585562411,0.6,0.45714285714285713
