animal,pair,epoch,dim,peak_cc,sig,ifi,lag
52,CA1-CA3,naive,9,0.0013,0,-0.0274,0
52,CA1-CA3,naive,10,-0.0016,0,-0.0275,-3
52,CA1-CA3,naive,11,0.0047,0,-0.0135,0
52,CA1-CA3,naive,12,0.0035,0,-0.0252,-4
52,CA1-CA3,naive,13,-0.0076,0,-0.0268,-4
52,CA1-CA3,naive,14,0.0047,0,-0.0123,-4
52,CA1-CA3,naive,15,-0.0069,0,-0.0173,2
52,CA1-CA3,naive,16,-0.0027,0,-0.0131,-5
52,CA1-CA3,naive,17,-0.0041,0,-0.0254,-6
52,CA1-CA3,naive,18,-0.0007,0,0.0251,-7
52,CA1-CA3,naive,19,0.0017,0,-0.0576,-4
52,CA1-CA3,naive,20,0.0036,0,-0.1316,-4
52,CA1-CA3,intermediate,1,0.1108,1,0.0125,0
52,CA1-CA3,intermediate,2,0.0732,0,0.0367,0
52,CA1-CA3,intermediate,3,0.0673,0,0.0274,0
52,CA1-CA3,intermediate,4,0.0262,0,-0.0263,0
52,CA1-CA3,intermediate,5,0.0127,0,-0.0068,-2
52,CA1-CA3,intermediate,6,0.0104,0,-0.0097,-1
52,CA1-CA3,intermediate,7,0.0008,0,-0.0062,-2
52,CA1-CA3,intermediate,8,0.0144,0,-0.0111,3
52,CA1-CA3,intermediate,9,0.0076,0,-0.0199,3
52,CA1-CA3,intermediate,10,0.0018,0,-0.0218,3
52,CA1-CA3,intermediate,11,0.0044,0,-0.0261,-3
52,CA1-CA3,intermediate,12,0.0033,0,-0.0241,6
52,CA1-CA3,intermediate,13,-0.0024,0,-0.0353,-4
52,CA1-CA3,intermediate,14,0.0087,0,-0.0387,6
52,CA1-CA3,intermediate,15,-0.0105,0,-0.047,6
52,CA1-CA3,intermediate,16,0.0015,0,-0.0535,-4
52,CA1-CA3,intermediate,17,0.0035,0,-0.0485,-1
52,CA1-CA3,intermediate,18,-0.009,0,-0.0002,6
52,CA1-CA3,intermediate,19,0.0088,0,-0.0626,-8
52,CA1-CA3,intermediate,20,0.0051,0,0.0451,2
52,CA1-CA3,expert,1,0.0517,0,0.0526,0
52,CA1-CA3,expert,2,0.1678,1,0.0103,0
52,CA1-CA3,expert,3,-0.1311,0,0.0112,0
52,CA1-CA3,expert,4,0.0882,0,-0.0071,0
52,CA1-CA3,expert,5,0.2165,1,-0.0167,0
52,CA1-CA3,expert,6,0.2205,1,-0.0215,-1
52,CA1-CA3,expert,7,0.1274,1,-0.0168,-2
52,CA1-CA3,expert,8,-0.0451,0,0.0019,4
52,CA1-CA3,expert,9,-0.1687,0,-0.0155,0
52,CA1-CA3,expert,10,-0.1745,0,-0.051,-2
52,CA1-CA3,expert,11,0.0101,0,-0.0033,-1
52,CA1-CA3,expert,12,0.18,1,0.0085,4
52,CA1-CA3,expert,13,0.0333,0,-0.0296,4
52,CA1-CA3,expert,14,-0.0346,0,-0.0405,4
52,CA1-CA3,expert,15,-0.0707,0,-0.024,-4
52,CA1-CA3,expert,16,0.0767,0,-0.0609,-2
52,CA1-CA3,expert,17,-0.0691,0,-0.0442,-2
52,CA1-CA3,expert,18,-0.0052,0,-0.0329,-2
52,CA1-CA3,expert,19,0.0257,0,0.0262,2
52,CA1-CA3,expert,20,-0.0309,0,-0.104,2
52,CA1-DG,naive,1,0.1696,1,-0.0371,0
52,CA1-DG,naive,2,-0.0967,0,0.0294,0
52,CA1-DG,naive,3,-0.1348,0,0.0495,0
52,CA1-DG,naive,4,0.2289,1,0.0427,0
52,CA1-DG,naive,5,0.2044,1,0.0554,0
52,CA1-DG,naive,6,-0.0769,0,0.0479,0
52,CA1-DG,naive,7,0.1991,1,0.0375,0
52,CA1-DG,naive,8,-0.1735,0,0.0335,0
52,CA1-DG,naive,9,0.0118,0,0.0343,-1
52,CA1-DG,naive,10,-0.148,0,0.0259,-1
52,CA1-DG,naive,11,-0.1197,0,0.0302,-1
52,CA1-DG,naive,12,0.1576,1,0.042,3
52,CA1-DG,naive,13,0.0524,0,0.0262,-1
52,CA1-DG,naive,14,-0.0531,0,0.02,-1
52,CA1-DG,naive,15,0.1784,1,0.0311,-2
52,CA1-DG,naive,16,-0.1833,0,0.0293,-1
52,CA1-DG,naive,17,-0.1667,0,-0.0083,-1
52,CA1-DG,naive,18,-0.096,0,0.0166,-1
52,CA1-DG,naive,19,0.1071,1,-0.0022,6
52,CA1-DG,naive,20,0.1611,1,0.098,2
52,CA1-DG,intermediate,1,0.1736,1,0.0007,0
52,CA1-DG,intermediate,2,0.0932,1,-0.0218,0
52,CA1-DG,intermediate,3,0.061,0,-0.0355,0
