animal,pair,epoch,dim,peak_cc,sig,ifi,lag
36,CA1-CA3,intermediate,11,0.0266,0,-0.0328,0
36,CA1-CA3,intermediate,12,0.0069,0,-0.0264,-5
36,CA1-CA3,expert,1,0.3068,1,0.0355,1
36,CA1-CA3,expert,2,0.2087,1,0.0512,0
36,CA1-CA3,expert,3,0.0675,0,-0.0525,-1
36,CA1-CA3,expert,4,0.0792,1,0.0171,-1
36,CA1-CA3,expert,5,0.0295,0,0.02,-1
36,CA1-CA3,expert,6,0.0184,0,-0.0086,-1
36,CA1-CA3,expert,7,0.0223,0,0.0002,0
36,CA1-CA3,expert,8,0.0193,0,-0.001,3
36,CA1-CA3,expert,9,0.0022,0,-0.0337,-1
36,CA1-CA3,expert,10,0.0149,0,-0.0174,0
36,CA1-CA3,expert,11,0.0097,0,-0.0072,-1
36,CA1-CA3,expert,12,0.004,0,0.0461,3
36,CA1-V1,naive,1,0.043,0,-0.0426,-7
36,CA1-V1,naive,2,0.0589,0,-0.014,4
36,CA1-V1,naive,3,0.046,0,-0.0139,4
36,CA1-V1,naive,4,0.0278,0,-0.0478,-3
36,CA1-V1,naive,5,0.0331,0,-0.0454,3
36,CA1-V1,naive,6,0.0303,0,-0.0359,-4
36,CA1-V1,naive,7,0.0017,0,0.0061,-2
36,CA1-V1,naive,8,0.0182,0,0.0021,-2
36,CA1-V1,naive,9,0.0076,0,-0.0033,-1
36,CA1-V1,naive,10,0.0004,0,-0.0023,-7
36,CA1-V1,naive,11,-0.0106,0,-0.0133,-1
36,CA1-V1,naive,12,0.0017,0,-0.0042,-1
36,CA1-V1,naive,13,-0.0009,0,-0.025,-1
36,CA1-V1,naive,14,-0.0099,0,-0.0129,-2
36,CA1-V1,naive,15,0.0079,0,0.014,-2
36,CA1-V1,naive,16,0.0073,0,0.0062,8
36,CA1-V1,naive,17,0.0071,0,-0.0716,-7
36,CA1-V1,naive,18,0.0076,0,0.0597,1
36,CA1-V1,naive,19,-0.0037,0,0.1222,0
36,CA1-V1,naive,20,0.0141,0,0.0271,8
36,CA1-V1,intermediate,1,0.0922,1,0.0129,4
36,CA1-V1,intermediate,2,0.0285,0,0.0384,2
36,CA1-V1,intermediate,3,0.0199,0,0.0194,5
36,CA1-V1,intermediate,4,-0.0241,0,0.0083,-7
36,CA1-V1,intermediate,5,-0.0021,0,0.002,6
36,CA1-V1,intermediate,6,-0.0229,0,0.0199,7
36,CA1-V1,intermediate,7,-0.0048,0,-0.0048,-7
36,CA1-V1,intermediate,8,0.0053,0,-0.0034,3
36,CA1-V1,intermediate,9,-0.0083,0,-0.0274,-8
36,CA1-V1,intermediate,10,-0.0018,0,-0.0551,-8
